"collectioncode","catalognumber","scientificname","commonname","datelastmodified","detectedby","receiver_group","station","receiver","bottom_depth","receiver_depth","tagname","codespace","sensorname","sensorraw","sensortype","sensorvalue","sensorunit","datecollected","timezone","longitude","latitude","the_geom","yearcollected","monthcollected","daycollected","julianday","timeofday","local_area","notes","citation","unqdetecid","contact_poc","contact_pi"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-08-20","HCTS","HCTS","Gator Creek","release",NA,NA,"A69-9007-6138","","",NA,NA,NA,"","2022-02-17 12:00:00","UTC",-80.78707,28.62756,"0101000020E61000006A6AD95A5F3254C07B4FE5B4A7A03C40",2022,2,17,48,12,"Gator Creek","AGE: Y; AGE_UNITS: Y,M,O","Fusco, K., et al. 2021.","HCTS-A69-9007-6138-2022-02-17-release-A69-9007-6138","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",174,NA,NA,"ADC","2022-02-18 00:59:21","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,0.989166666666667,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20373","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",174,NA,NA,"ADC","2022-02-18 01:03:03","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,1.05083333333333,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20376","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",174,NA,NA,"ADC","2022-02-18 01:07:11","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,1.11972222222222,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20377","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",174,NA,NA,"ADC","2022-02-18 01:17:44","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,1.29555555555556,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20381","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",174,NA,NA,"ADC","2022-02-18 01:21:56","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,1.36555555555556,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20384","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",174,NA,NA,"ADC","2022-02-18 01:25:24","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,1.42333333333333,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20386","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",174,NA,NA,"ADC","2022-02-18 01:33:17","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,1.55472222222222,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20389","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",173,NA,NA,"ADC","2022-02-18 01:36:43","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,1.61194444444444,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20391","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",173,NA,NA,"ADC","2022-02-18 01:40:20","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,1.67222222222222,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20394","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6138-2022-02-17","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6138","A69-9007","A69-9007-6138",173,NA,NA,"ADC","2022-02-18 01:44:18","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,2,18,49,1.73833333333333,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6138-20395","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
