"collectioncode","catalognumber","scientificname","commonname","datelastmodified","detectedby","receiver_group","station","receiver","bottom_depth","receiver_depth","tagname","codespace","sensorname","sensorraw","sensortype","sensorvalue","sensorunit","datecollected","timezone","longitude","latitude","the_geom","yearcollected","monthcollected","daycollected","julianday","timeofday","local_area","notes","citation","unqdetecid","contact_poc","contact_pi"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-08-20","HCTS","HCTS","Gator Creek","release",NA,NA,"A69-9007-6152","","",NA,NA,NA,"","2022-03-31 12:00:00","UTC",-80.78707,28.62756,"0101000020E61000006A6AD95A5F3254C07B4FE5B4A7A03C40",2022,3,31,90,12,"Gator Creek","AGE: M; AGE_UNITS: Y,M,O","Fusco, K., et al. 2021.","HCTS-A69-9007-6152-2022-03-31-release-A69-9007-6152","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6152","A69-9007","A69-9007-6152",189,NA,NA,"ADC","2022-04-01 00:06:38","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,4,1,91,0.110555555555556,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6152-68142","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6152","A69-9007","A69-9007-6152",188,NA,NA,"ADC","2022-04-01 00:32:09","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,4,1,91,0.535833333333333,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6152-68165","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6152","A69-9007","A69-9007-6152",188,NA,NA,"ADC","2022-04-01 00:39:43","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,4,1,91,0.661944444444444,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6152-68177","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6152","A69-9007","A69-9007-6152",188,NA,NA,"ADC","2022-04-01 00:59:47","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,4,1,91,0.996388888888889,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6152-68203","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6152","A69-9007","A69-9007-6152",188,NA,NA,"ADC","2022-04-01 01:10:51","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,4,1,91,1.18083333333333,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6152-68217","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6152","A69-9007","A69-9007-6152",188,NA,NA,"ADC","2022-04-01 01:14:42","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,4,1,91,1.245,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6152-68222","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6152","A69-9007","A69-9007-6152",188,NA,NA,"ADC","2022-04-01 01:19:10","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,4,1,91,1.31944444444444,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6152-68231","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6152","A69-9007","A69-9007-6152",188,NA,NA,"ADC","2022-04-01 01:27:59","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,4,1,91,1.46638888888889,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6152-68250","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
"HCTS","HCTS-A69-9007-6152-2022-03-31","Limulus polyphemus","horseshoe crab","2023-10-18","HCTSA","HCTSA","487549-NE","487549",1.2,0.3,"A69-9007-6152","A69-9007","A69-9007-6152",188,NA,NA,"ADC","2022-04-01 01:32:41","UTC",-80.78791,28.62577,"0101000020E61000003F8C101E6D3254C063D1747632A03C40",2022,4,1,91,1.54472222222222,"Titusville","","Fusco, K., et al. 2021.","HCTSA-A69-9007-6152-68254","Kirk Fusco (kirk.fusco@floridadep.gov)","Kirk Fusco (kirk.fusco@floridadep.gov)"
